"ID do pedido","Status do pedido","Cancelar Motivo","Status da Devolução / Reembolso","Número de rastreamento","Data de criação do pedido","Nº de referência do SKU principal","Nome do Produto","Número de referência SKU","Nome da variação","Preço acordado","Quantidade","Valor Total","Taxa de comissão","Taxa de serviço","Total global","Valor estimado do frete","Nome de usuário (comprador)"
"240121G0F8M2YE","Concluído","","","BR249576705757HSPXLM1225937","2024-01-21 12:31","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","7.99","anaclaudiagomesdematos"
"240121G0H9ERSR","Concluído","","","BR247627598317GSPXLM1227734","2024-01-21 12:32","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","2","227.97","26.76","26.84","225.98","7.99","julianarodriguesdesouza825"
"240121G0H9ERSR","Concluído","","","BR247627598317GSPXLM1227734","2024-01-21 12:32","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","227.97","26.76","26.84","225.98","7.99","julianarodriguesdesouza825"
"240121G1KUR2SX","Concluído","","","BR242531317004LSPXLM1229662","2024-01-21 12:51","#F511","Kit C/2 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F511","","16.99","1","16.99","2.04","4.36","16.92","11.47","leonelaaparecida"
"240122G3TUBJV9","Concluído","","","BR246867898317YSPXLM1227918","2024-01-21 13:31","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","72.57","8.16","8.44","72.57","9.16","pwr4hayobq"
"240122G45BXW6V","Concluído","","","BR2409400664229","2024-01-21 13:37","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","48.30","4.56","6.04","48.30","10.31","edsoncarioca208"
"240122G4B8V0V7","Concluído","","","BR241798208855WSPXLM1229801","2024-01-21 13:40","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","3","158.22","16.92","20.28","157.87","17.25","ivanildaferreiramaia"
"240122G4RG8MBU","Concluído","","","BR2463752311486SPXLM1226290","2024-01-21 13:47","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","51.57","5.64","6.76","51.57","9.16","om87lz1uzy"
"240122G524AUUF","Concluído","","","BR244518325877DSPXLM1232571","2024-01-21 13:53","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","16.11","edinhoasuos"
"240122G6U6JMS4","Concluído","","","BR243548438824DSPXLM1229547","2024-01-21 14:25","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","2","81.72","9.12","12.08","88.99","11.48","gfortaleza"
"240122G72UMTDS","Concluído","","","BR240588381585ISPXLM1230314","2024-01-21 14:29","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.86","17.25","l1d2a3n4e5"
"240122G7CT64NY","Concluído","","","BR245720642330FSPXLM1541872","2024-01-21 14:35","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","14.94","erikacris383"
"240122G840546F","Concluído","","","BR2456198554452SPXLM1538965","2024-01-21 14:48","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.25","9.17","sirlenerosabasliogonalve"
"240122G87QB73S","Concluído","","","BR2463307213258SPXLM1232298","2024-01-21 14:50","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","45.98","4.56","6.04","45.45","7.99","mariaselmalourenco"
"240122G8AF2K79","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 14:51","#F177","Enxaguante Bucal Periotrat Sem Álcool Menta Forte 250ml","#F177","","22.99","1","0.00","0.00","0.00","0.00","9.16","glorialagopereira"
"240122G8KJXUC3","Concluído","","","BR240244638228LSPXLM1229699","2024-01-21 14:56","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","93.73","10.56","10.04","93.09","11.47","lucienecarla933"
"240122G90QGKPN","Concluído","","","BR246593968890FSPXLM1229671","2024-01-21 15:04","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","93.98","6.84","cris_jb"
"240122G96S4WPN","Concluído","","","BR248724374204USPXLM1232860","2024-01-21 15:07","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.04","8.36","66.99","13.79","gabriellatorga"
"240122G9FCQCET","Concluído","","","BR242000560647WSPXLM1230098","2024-01-21 15:12","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","71.15","7.44","7.96","78.92","9.16","b3dcx02lzw"
"240122G9FNAYSG","Concluído","","","BR248896718217J","2024-01-21 15:12","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","10.31","i05hzx2jes"
"240122G9V6SJHD","Concluído","","","BR243663316245XSPXLM1226962","2024-01-21 15:19","#F818","Ômega 3 + Polivitamínico de A-Z Equaliv Suplemento Vitamínico C/60 Cápsulas","#F818","","59.99","1","59.99","7.20","7.80","52.40","9.16","kpfghezt7z"
"240122GA4A56PS","Cancelado","Cancelado pelo comprador. Motivo : É necessário inserir/alterar o código do cupom","","","2024-01-21 15:23","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","10.32","jessica_epifanio"
"240122GAKMD2P5","Cancelado","Cancelado pelo comprador. Motivo : Outros","","","2024-01-21 15:32","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","1","0.00","0.00","0.00","0.00","11.47","krolensantos"
"240122GAS8M47E","Concluído","","","BR242403068690ESPXLM1231713","2024-01-21 15:35","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","133.57","15.48","13.32","133.57","9.16","eulaliamantovano"
"240122GBX3CSBV","Concluído","","","BR242051636555VSPXLM1227727","2024-01-21 15:56","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","9.16","zi72x5jyyb"
"240122GC4K9068","Concluído","","","BR2423565887341SPXLM1228806","2024-01-21 15:59","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","41.99","4.56","6.04","41.99","7.99","carlosandrenunessalgado"
"240122GC6DDFAT","Concluído","","","BR241360599064XSPXLM1230061","2024-01-21 16:00","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","29.15","2.88","4.92","29.15","10.32","helomendes78"
"240122GCPK9ER4","Concluído","","","BR2454120432065","2024-01-21 16:09","#F601","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/2","#F601","","74.99","1","74.99","9.00","9.00","74.99","16.11","elianealencar790"
"240122GCRJ91DU","Concluído","","","BR243437277950VSPXLM1229474","2024-01-21 16:11","#F698","Suplemento Alimentar Ômega 3 1420mg Belnut EPA540 DHA360 C/120 Cápsulas - Kit C/2","#F698","","54.99","1","67.62","6.60","7.40","67.62","12.63","deusilademirandacastro"
"240122GCUMF43S","Concluído","","","BR247050895027ZSPXLM1536872","2024-01-21 16:12","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","72.88","11.47","a843gc285v"
"240122GCW8XS9W","Concluído","","","BR248021771811BSPXLM1538025","2024-01-21 16:13","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","92.80","10.31","doberman200"
"240122GD8323K9","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 16:19","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","9.16","51ifhu4dog"
"240122GDHP6HBJ","Concluído","","","BR2407065922818SPXLM1232547","2024-01-21 16:25","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","98.44","7.99","claudiasansao20"
"240122GDU2JEYE","Concluído","","","BR244007489817FSPXLM1238065","2024-01-21 16:30","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","2","75.98","9.12","12.08","75.98","11.47","marianasouza_14"
"240122GEVP9G7U","Concluído","","","BR246716817616GSPXLM1230310","2024-01-21 16:49","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.73","9.16","maporto06"
"240122GFADYW77","Concluído","","","BR240335434514HSPXLM1230358","2024-01-21 16:56","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","7.99","ana_carol_ne"
"240122GFTKU10C","Concluído","","","BR2461715980108SPXLM1228655","2024-01-21 17:05","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.36","13.24","127.99","9.16","laurabz06"
"240122GGEA7U3G","Concluído","","","BR240001109258BSPXLM1231306","2024-01-21 17:16","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","2","95.98","11.52","13.68","95.76","9.16","r9yut0x0yz"
"240122GGPCPEE2","Concluído","","","BR248664834187ESPXLM1227452","2024-01-21 17:21","#F384","Tratto Milano Máscara de Caviar Repair Aminoplex 500g - Cosmezi","#F384","","89.90","1","89.90","10.79","10.19","89.90","9.16","k0xgmwqsfg"
"240122GHABJBSA","Concluído","","","BR249681948011LSPXLM1233626","2024-01-21 17:32","#F049","Kit com 3 Lavitan A-Z Mulher com 60 comprimidos - Cimed","#F049","","40.99","1","40.99","4.80","6.20","39.71","10.31","8_jfmymrgf"
"240122GHG8FGAD","Concluído","","","BR244496299040JSPXLM1233674","2024-01-21 17:35","#F360","Helioderm Suncare Protetor Solar Corporal FPS 70 com 200ml 3em1","#F360","","49.99","1","55.73","6.00","7.00","55.73","11.47","julia1c"
"240122GJ334719","Concluído","","","BR248073985523VSPXLM1230570","2024-01-21 17:46","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","44.31","4.56","6.04","44.31","12.63","1bfk394qzc"
"240122GJ344Y4E","Concluído","","","BR2427247401968SPXLM1229621","2024-01-21 17:46","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","9.16","leandrobolognani"
"240122GJ9DCE6Q","Concluído","","","BR245112839352DSPXLM1230923","2024-01-21 17:50","#F176","Variplex Creme Para As Pernas 300g - Kley Hertz","#F176","","44.99","1","44.99","5.40","6.60","44.81","12.63","silvatarciene"
"240122GJCHEMVQ","Concluído","","Solicitação aprovada","BR247426242065CSPXLM1539800","2024-01-21 17:51","#F712","Suplemento Vitamínico Mineral Lavitan A-Z Original C/90 Comprimidos","#F712","","19.99","1","0.00","0.00","0.00","0.00","11.47","pamelasuelen123"
"240122GJSDFY2X","Concluído","","","BR247052064447ASPXLM1234556","2024-01-21 17:58","#F361","Helioderm Suncare Protetor Solar Corporal FPS 70 com 120ml 3 em 1","#F361","","47.99","1","47.99","5.76","6.84","47.99","9.16","aguinaldosouza070"
"240122GKSV02GP","Cancelado","Cancelado pelo comprador. Motivo : Outros","","","2024-01-21 18:17","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","0.00","0.00","0.00","0.00","9.16","ol7vqp1v9e"
"240122GM1RPQ0B","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 18:21","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","0.00","0.00","0.00","0.00","20.43","samuelabenoado"
"240122GM4P7EDM","Concluído","","","BR241327890357ESPXLM1231971","2024-01-21 18:23","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","9.16","ol7vqp1v9e"
"240122GME2MPW9","Concluído","","","BR241442347805CSPXLM1229410","2024-01-21 18:28","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","84.98","10.20","12.80","84.66","17.25","julianaazevedo738"
"240122GME2MPW9","Concluído","","","BR241442347805CSPXLM1229410","2024-01-21 18:28","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","84.98","10.20","12.80","84.66","17.25","julianaazevedo738"
"240122GMF40884","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 18:28","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","0.00","0.00","0.00","0.00","20.43","visodeguia516"
"240122GPP4J9U0","Concluído","","","BR2493991412885SPXLM1535849","2024-01-21 19:08","#F564","Suplemento Alimentar Vitaxon Vitamina C + Zinco Quelato 500mg 30cp - Kit C/5","#F564","","77.99","1","77.99","9.36","9.24","77.99","7.99","nizysilva507"
"240122GQG47QKM","Concluído","","","BR2499423054760SPXLM1230200","2024-01-21 19:23","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","36.99","4.32","5.88","35.73","11.47","leeeh93"
"240122GR3KW0CC","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 19:34","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","0.00","0.00","0.00","0.00","7.99","carlaguedes628"
"240122GRQ9AC05","Concluído","","","BR243646701920KSPXLM1229151","2024-01-21 19:45","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","94.83","10.56","10.04","94.83","6.84","josefatorres481"
"240122GRRBNW5F","Concluído","","","BR246718693082CSPXLM1229484","2024-01-21 19:45","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","9.16","thiago_silva1999"
"240122GT9QUGDA","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : O vendedor não enviou","","","2024-01-21 20:13","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","0.00","0.00","0.00","0.00","9.16","luizfrincao"
"240122GTKGPDCC","Concluído","","","BR2442416065444SPXLM1226813","2024-01-21 20:18","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","68.42","8.16","8.44","68.42","20.43","lucasbxd101"
"240122GTX63QU0","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-21 20:24","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","10.31","ritadecasia073"
"240122GU9N84DV","Concluído","","","BR2482769654057SPXLM1537620","2024-01-21 20:31","#F015","Equaliv Nutri Homem - Poli Vitamínico - C/ 60 Cápsulas","#F015","","56.99","1","56.99","6.84","7.56","55.94","10.32","juliabartorillio"
"240122GUHJ1GWC","Concluído","","","BR2408203360898SPXLM1536362","2024-01-21 20:35","#F737","Lavitan Colágeno Tipo II 40mg Suplemento Alimentar C/30 Comprimidos","#F737","","37.49","1","37.49","4.50","6.00","37.33","10.31","elvirarainhadastrevas"
"240122GVEB6XAK","Concluído","","","BR2479360500321SPXLM1228698","2024-01-21 20:51","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.57","11.47","crisraibolt"
"240122GWFU6W5S","Concluído","","","BR245961404122YSPXLM1231837","2024-01-21 21:10","#F698","Suplemento Alimentar Ômega 3 1420mg Belnut EPA540 DHA360 C/120 Cápsulas - Kit C/2","#F698","","54.99","1","61.89","6.60","7.40","61.89","13.79","a7ovgkfpgi"
"240122GX1FRFAY","Concluído","","","BR241491057104MSPXLM1235503","2024-01-21 21:20","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","128.99","10.31","dilceiaramos1980"
"240122GX4RPR6Q","Concluído","","Solicitação aprovada","BR241091806811ISPXLM1234558","2024-01-21 21:22","#F419","Talco para os Pés Tenys Pé Woman em Pó Antisséptico C/100g - Baruel","#F419","","15.99","1","75.97","7.83","11.22","65.10","11.47","grazilopesnutri"
"240122GX4RPR6Q","Concluído","","Solicitação aprovada","BR241091806811ISPXLM1234558","2024-01-21 21:22","#F771","Desodorante em Creme Herbíssimo 48h de Proteção C/55g","#F771-2","BioProtect Hibisco","9.99","1","75.97","7.83","11.22","65.10","11.47","grazilopesnutri"
"240122GX4RPR6Q","Concluído","","Solicitação aprovada","BR241091806811ISPXLM1234558","2024-01-21 21:22","#F360","Helioderm Suncare Protetor Solar Corporal FPS 70 com 200ml 3em1","#F360","","49.99","1","75.97","7.83","11.22","65.10","11.47","grazilopesnutri"
"240122GXYMWEFG","Concluído","","","BR246688334149BSPXLM1230502","2024-01-21 21:37","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.56","6.84","rosilene.lozano"
"240122GYV2MPJQ","Concluído","","","BR249871166937OSPXLM1235026","2024-01-21 21:53","#F365","Suplemento Vitaminico  Lavitan A-z Mulher Com 30 Comprimidos","#F365","","11.97","1","17.71","1.44","3.96","17.71","11.47","danielebastosarthur"
"240122H0U94QQ7","Concluído","","","BR2497256020769SPXLM1229463","2024-01-21 22:10","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","9.16","anajuliajununes"
"240122H1P3F4HQ","Concluído","","","BR245510363554ZSPXLM1229136","2024-01-21 22:25","#F196","Xô Insetos Repelente de Insetos Spray com 200ml","#F196","","16.99","1","16.99","2.04","4.36","16.90","7.99","brunadesouzanunes"
"240122H3B8TSF9","Concluído","","","BR248594226189KSPXLM1231404","2024-01-21 22:55","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","11.47","eliasq48"
"240122H3KY8NRW","Concluído","","","BR249958921352I","2024-01-21 23:00","#F364","Vitaminas Neo Química Mulher Saúde da Pele, Cabelo e Unhas C/60 Comprimidos ","#F364","","14.99","1","15.42","1.80","4.20","15.36","20.43","naianesilvasilva"
"240122H3NUCVH1","Concluído","","","BR2497749713878SPXLM1230134","2024-01-21 23:01","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","52.15","5.64","6.76","52.15","10.31","simonefjsousa"
"240122HCQKXBPU","Concluído","","","BR244406775782F","2024-01-22 01:43","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","26.73","2.88","4.92","26.73","22.74","marcelneres"
"240122HRR5659U","Concluído","","","BR241317475465JSPXLM1235156","2024-01-22 05:18","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","74.83","8.04","8.36","73.68","6.84","h_iorzfa9s"
"240122HTEAY3WW","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-22 05:48","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","10.32","vgh9ccgswh"
"240122HW0SS7F8","Concluído","","","BR245555373656TSPXLM1233102","2024-01-22 06:34","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","93.98","11.48","6kklvow3im"
"240122HXE2FPFR","Concluído","","","BR248611729528DSPXLM1238725","2024-01-22 07:00","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","43.15","4.44","5.96","42.15","10.31","lauanefr"
"240122HXMT0DF2","Concluído","","","BR243151723040LSPXLM1233347","2024-01-22 07:03","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","36.00","7.99","andreagracindo"
"240122J0VT2VPF","Concluído","","","BR249346313158VSPXLM1236991","2024-01-22 07:44","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","41.99","4.56","6.04","41.99","7.99","anaceci16"
"240122J353N9XF","Concluído","","","BR243342892712O","2024-01-22 08:24","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","41.87","4.56","6.04","41.87","23.88","alessandranogueira518"
"240122J57FG2RU","Concluído","","","BR241720611896RSPXLM1233335","2024-01-22 09:01","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","45.82","6.84","ednacostaferreira868"
"240122J5JVS7EM","Concluído","","","BR246061382110SSPXLM1238506","2024-01-22 09:07","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","93.70","9.16","sandramarierodriguescoro"
"240122J628V4SA","Concluído","","","BR247859743688MSPXLM1234980","2024-01-22 09:16","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","16.11","flaviasilva377"
"240122J6ERETA9","Concluído","","","BR241580014896MSPXLM1234696","2024-01-22 09:23","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.85","9.16","marcellosouza998"
"240122J85K5XEX","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-22 09:54","#F454","Shake E Vitaminas Emagrecedor Sabor Morango 210g","#F454","","18.99","1","0.00","0.00","0.00","0.00","22.74","steffane012"
"240122J85K5XEX","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-22 09:54","#F456","Shake E Vitaminas Emagrecedor Sabor Chocolate 210g","#F456","","18.99","1","0.00","0.00","0.00","0.00","22.74","steffane012"
"240122J85K5XEX","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-22 09:54","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","22.74","steffane012"
"240122J85K5XEX","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-22 09:54","#F190","K-med Gel Lubrificante Íntimo Fire Hot C/40g","#F190","","21.99","1","0.00","0.00","0.00","0.00","22.74","steffane012"
"240122J8A8VTPE","Concluído","","","BR245819501225RSPXLM1236886","2024-01-22 09:56","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","11.47","2j4zxmewu4"
"240122J8A9VJD8","Concluído","","","BR249783084867TSPXLM1234859","2024-01-22 09:56","#F454","Shake E Vitaminas Emagrecedor Sabor Morango 210g","#F454","","18.99","1","133.33","14.64","21.76","152.58","22.74","steffane012"
"240122J8A9VJD8","Concluído","","","BR249783084867TSPXLM1234859","2024-01-22 09:56","#F456","Shake E Vitaminas Emagrecedor Sabor Chocolate 210g","#F456","","18.99","1","133.33","14.64","21.76","152.58","22.74","steffane012"
"240122J8A9VJD8","Concluído","","","BR249783084867TSPXLM1234859","2024-01-22 09:56","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","133.33","14.64","21.76","152.58","22.74","steffane012"
"240122J8A9VJD8","Concluído","","","BR249783084867TSPXLM1234859","2024-01-22 09:56","#F190","K-med Gel Lubrificante Íntimo Fire Hot C/40g","#F190","","21.99","1","133.33","14.64","21.76","152.58","22.74","steffane012"
"240122J8CHETBK","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-22 09:58","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","0.00","0.00","0.00","0.00","9.16","greicyrafa088533"
"240122J8J1SV69","Concluído","","","BR243525017211ZSPXLM1237771","2024-01-22 10:01","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","72.57","8.16","8.44","72.57","9.16","thalysonsilvriodasilva"
"240122J929K0S1","Concluído","","","BR240592310417RSPXLM1235203","2024-01-22 10:10","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","12.63","flfbverb_o"
"240122J9AU99F3","Concluído","","","BR248405919216QSPXLM1234243","2024-01-22 10:15","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","1","34.99","4.20","5.80","34.99","7.99","divinoramosjunior"
"240122J9J6U090","Concluído","","","BR243655672319KSPXLM1237347","2024-01-22 10:19","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","79.46","8.16","8.44","78.66","11.47","eduardabernardesrosa"
"240122JAGGPYUU","Concluído","","","BR243268390263W","2024-01-22 10:36","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","36.59","12.63","4at79faw2t"
"240122JB4W2YNY","Concluído","","","BR240213639358QSPXLM1235343","2024-01-22 10:47","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","10.32","e6h99dusdl"
"240122JBMB20AX","Concluído","","","BR245336439038WSPXLM1235371","2024-01-22 10:56","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.33","7.99","suelenaguilar478"
"240122JCSH7FH2","Concluído","","","BR240374699300USPXLM1235171","2024-01-22 11:16","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.23","9.16","irenebarbosa346"
"240122JD0EGW4P","Concluído","","","BR249772561581USPXLM1238784","2024-01-22 11:20","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","67.15","7.44","7.96","66.49","10.31","m.chary"
